Date,Platform,Content,Location
2025-06-09,TikTok,Gather on June 09 in Kisumu. We are fed up #GenZRevolution,Kisumu
2025-07-09,TikTok,Gen Z rising again! Meet at Kisumu for a strike. #YouthPower,Kisumu
2025-06-19,TikTok,#OccupyParliament – boycott at Kisumu immediately,Kisumu
2025-06-22,TikTok,Boycott on June 22 in Mombasa. This government is corrupt #SaveKenya,Mombasa
2025-07-24,TikTok,Gen Z rising again! Meet at Mombasa for a march. #YouthPower,Mombasa
2025-06-22,Instagram,Gen Z rising again! Meet at Nairobi for a strike. #SaveKenya,Nairobi
2025-07-14,TikTok,March on July 14 in Nairobi. They brutalized our people #RutoMustGo,Nairobi
2025-07-17,Instagram,March on July 17 in Uhuru Park. We are fed up #YouthPower,Uhuru Park
2025-06-06,TikTok,We are fed up – happening immediately at Parliament! #KenyaProtests,Parliament
2025-07-27,Instagram,#GenZRevolution – boycott at Parliament now!,Parliament
2025-07-31,X,#GenZRevolution – march at Mombasa urgent,Mombasa
2025-07-08,Instagram,#YouthPower – strike at Mombasa now!,Mombasa
2025-06-17,TikTok,This government is corrupt. March on 17/06 at Parliament. #KenyaProtests,Parliament
2025-07-14,Instagram,They brutalized our people – happening immediately at Parliament! #OneTermPresident,Parliament
2025-06-17,X,Gen Z rising again! Meet at Nairobi for a strike. #RejectFinanceBill2024,Nairobi
2025-07-16,X,Protest on July 16 in Parliament. We are fed up #RejectFinanceBill2024,Parliament
2025-07-12,X,#GenZRevolution – boycott at Parliament act fast,Parliament
2025-07-23,TikTok,Strike on July 23 in Kisumu. This government is corrupt #RutoMustGo,Kisumu
2025-06-16,Instagram,Boycott on June 16 in Kisumu. No justice no peace #OneTermPresident,Kisumu
2025-07-24,Instagram,We are fed up – happening act fast at Uhuru Park! #YouthPower,Uhuru Park
2025-07-29,Instagram,Gen Z rising again! Meet at Parliament for a march. #YouthPower,Parliament
2025-06-13,X,We are fed up – happening urgent at Uhuru Park! #RutoMustGo,Uhuru Park
2025-06-10,X,#YouthPower – gather at Mombasa immediately,Mombasa
2025-06-23,X,Gen Z rising again! Meet at Parliament for a march. #SaveKenya,Parliament
2025-07-16,Instagram,No justice no peace – happening immediately at Nairobi! #GenZRevolution,Nairobi
2025-06-07,X,We are fed up. Protest on 07/06 at Parliament. #SaveKenya,Parliament
2025-06-26,X,We are fed up – happening act fast at Kisumu! #RejectFinanceBill2024,Kisumu
2025-07-17,X,They brutalized our people. Boycott on 17/07 at Nairobi. #KenyaProtests,Nairobi
2025-07-11,X,This government is corrupt. Gather on 11/07 at Parliament. #RutoMustGo,Parliament
2025-07-30,Instagram,Gather on July 30 in Nairobi. We are fed up #YouthPower,Nairobi
2025-07-06,X,This government is corrupt. Gather on 06/07 at Kisumu. #OccupyParliament,Kisumu
2025-07-10,Instagram,No justice no peace. Strike on 10/07 at Nairobi. #SaveKenya,Nairobi
2025-07-31,Instagram,Gather on July 31 in Mombasa. We are fed up #GenZRevolution,Mombasa
2025-07-10,TikTok,No justice no peace – happening act fast at Uhuru Park! #OccupyParliament,Uhuru Park
2025-07-03,X,They brutalized our people – happening act fast at Mombasa! #RutoMustGo,Mombasa
2025-06-29,TikTok,No justice no peace – happening act fast at Uhuru Park! #RejectFinanceBill2024,Uhuru Park
2025-07-21,X,We are fed up – happening act fast at Nairobi! #KenyaProtests,Nairobi
2025-07-21,TikTok,No justice no peace. March on 21/07 at Uhuru Park. #GenZRevolution,Uhuru Park
2025-06-27,X,#GenZRevolution – boycott at Nairobi urgent,Nairobi
2025-07-17,X,#SaveKenya – boycott at Uhuru Park now!,Uhuru Park
2025-06-10,X,#SaveKenya – strike at Parliament now!,Parliament
2025-06-16,X,They brutalized our people – happening act fast at Uhuru Park! #OccupyParliament,Uhuru Park
2025-07-03,Instagram,This government is corrupt – happening urgent at Nairobi! #RejectFinanceBill2024,Nairobi
2025-06-04,Instagram,Protest on June 04 in Kisumu. No justice no peace #KenyaProtests,Kisumu
2025-06-17,TikTok,This government is corrupt. Gather on 17/06 at Mombasa. #KenyaProtests,Mombasa
2025-06-27,X,Boycott on June 27 in Mombasa. No justice no peace #RutoMustGo,Mombasa
2025-06-08,Instagram,They brutalized our people. Strike on 08/06 at Parliament. #SaveKenya,Parliament
2025-06-19,TikTok,No justice no peace – happening immediately at Mombasa! #YouthPower,Mombasa
2025-06-02,Instagram,No justice no peace – happening immediately at Uhuru Park! #OneTermPresident,Uhuru Park
2025-06-20,X,We are fed up. Boycott on 20/06 at Nairobi. #KenyaProtests,Nairobi
2025-07-19,TikTok,Gen Z rising again! Meet at Parliament for a protest. #YouthPower,Parliament
2025-06-10,X,No justice no peace. March on 10/06 at Kisumu. #KenyaProtests,Kisumu
2025-06-07,Instagram,Gen Z rising again! Meet at Mombasa for a protest. #KenyaProtests,Mombasa
2025-06-27,TikTok,Gen Z rising again! Meet at Parliament for a gather. #RejectFinanceBill2024,Parliament
2025-07-24,X,#SaveKenya – protest at Uhuru Park now!,Uhuru Park
2025-07-07,Instagram,#SaveKenya – march at Parliament act fast,Parliament
2025-06-30,X,#OccupyParliament – protest at Uhuru Park urgent,Uhuru Park
2025-06-19,TikTok,We are fed up. Protest on 19/06 at Uhuru Park. #OneTermPresident,Uhuru Park
2025-07-20,TikTok,This government is corrupt – happening act fast at Parliament! #SaveKenya,Parliament
2025-07-27,X,March on July 27 in Kisumu. No justice no peace #OccupyParliament,Kisumu
2025-07-30,Instagram,#OccupyParliament – boycott at Kisumu act fast,Kisumu
2025-06-03,X,Gather on June 03 in Mombasa. We are fed up #KenyaProtests,Mombasa
2025-06-14,X,No justice no peace – happening now! at Nairobi! #GenZRevolution,Nairobi
2025-06-14,TikTok,This government is corrupt. March on 14/06 at Parliament. #SaveKenya,Parliament
2025-06-21,X,They brutalized our people. Protest on 21/06 at Uhuru Park. #YouthPower,Uhuru Park
2025-07-28,X,Gen Z rising again! Meet at Kisumu for a gather. #KenyaProtests,Kisumu
2025-06-03,Instagram,No justice no peace – happening urgent at Kisumu! #SaveKenya,Kisumu
2025-07-25,Instagram,#SaveKenya – protest at Kisumu immediately,Kisumu
2025-06-28,TikTok,Gen Z rising again! Meet at Mombasa for a protest. #GenZRevolution,Mombasa
2025-06-13,X,We are fed up. Boycott on 13/06 at Parliament. #GenZRevolution,Parliament
2025-07-09,X,No justice no peace. Boycott on 09/07 at Mombasa. #OneTermPresident,Mombasa
2025-07-30,Instagram,#OneTermPresident – gather at Kisumu immediately,Kisumu
2025-06-03,Instagram,This government is corrupt – happening now! at Parliament! #SaveKenya,Parliament
2025-06-30,TikTok,This government is corrupt – happening urgent at Parliament! #OccupyParliament,Parliament
2025-07-30,Instagram,We are fed up – happening immediately at Kisumu! #GenZRevolution,Kisumu
2025-06-14,TikTok,No justice no peace. Boycott on 14/06 at Parliament. #RutoMustGo,Parliament
2025-07-26,TikTok,Strike on July 26 in Mombasa. No justice no peace #SaveKenya,Mombasa
2025-07-11,X,No justice no peace – happening now! at Parliament! #KenyaProtests,Parliament
2025-07-17,TikTok,Gen Z rising again! Meet at Mombasa for a march. #GenZRevolution,Mombasa
2025-07-21,Instagram,Strike on July 21 in Mombasa. They brutalized our people #OccupyParliament,Mombasa
2025-06-02,X,Gather on June 02 in Kisumu. No justice no peace #OccupyParliament,Kisumu
2025-07-30,TikTok,No justice no peace. March on 30/07 at Mombasa. #KenyaProtests,Mombasa
2025-06-11,X,They brutalized our people – happening act fast at Nairobi! #RutoMustGo,Nairobi
2025-06-16,X,This government is corrupt. Strike on 16/06 at Uhuru Park. #RejectFinanceBill2024,Uhuru Park
2025-07-28,Instagram,We are fed up. Gather on 28/07 at Mombasa. #GenZRevolution,Mombasa
2025-07-11,Instagram,This government is corrupt. Boycott on 11/07 at Kisumu. #RejectFinanceBill2024,Kisumu
2025-06-18,X,#GenZRevolution – boycott at Parliament immediately,Parliament
2025-06-13,X,No justice no peace – happening now! at Mombasa! #RejectFinanceBill2024,Mombasa
2025-07-16,Instagram,This government is corrupt – happening act fast at Uhuru Park! #SaveKenya,Uhuru Park
2025-06-30,X,They brutalized our people – happening immediately at Mombasa! #RutoMustGo,Mombasa
2025-07-01,X,This government is corrupt. Gather on 01/07 at Uhuru Park. #RutoMustGo,Uhuru Park
2025-06-26,X,We are fed up. Boycott on 26/06 at Kisumu. #KenyaProtests,Kisumu
2025-06-18,X,No justice no peace. Protest on 18/06 at Mombasa. #RutoMustGo,Mombasa
2025-06-14,Instagram,Gen Z rising again! Meet at Uhuru Park for a boycott. #OccupyParliament,Uhuru Park
2025-07-06,TikTok,Gather on July 06 in Kisumu. This government is corrupt #SaveKenya,Kisumu
2025-07-10,TikTok,They brutalized our people – happening now! at Mombasa! #OneTermPresident,Mombasa
2025-06-14,X,Gen Z rising again! Meet at Uhuru Park for a protest. #YouthPower,Uhuru Park
2025-06-07,TikTok,Boycott on June 07 in Mombasa. We are fed up #SaveKenya,Mombasa
2025-06-07,X,Gather on June 07 in Uhuru Park. This government is corrupt #KenyaProtests,Uhuru Park
2025-07-10,Instagram,They brutalized our people. Strike on 10/07 at Nairobi. #YouthPower,Nairobi
2025-06-27,Instagram,Strike on June 27 in Kisumu. No justice no peace #RutoMustGo,Kisumu
2025-07-28,Instagram,Strike on July 28 in Uhuru Park. This government is corrupt #GenZRevolution,Uhuru Park
2025-06-22,X,We are fed up – happening immediately at Parliament! #RutoMustGo,Parliament
2025-07-30,X,We are fed up – happening now! at Parliament! #RejectFinanceBill2024,Parliament
2025-07-31,X,No justice no peace – happening now! at Mombasa! #RutoMustGo,Mombasa
2025-07-18,X,March on July 18 in Mombasa. This government is corrupt #OccupyParliament,Mombasa
2025-07-12,X,#SaveKenya – march at Kisumu urgent,Kisumu
2025-07-26,Instagram,Gen Z rising again! Meet at Nairobi for a protest. #RejectFinanceBill2024,Nairobi
2025-06-08,X,March on June 08 in Parliament. We are fed up #RutoMustGo,Parliament
2025-06-09,X,Gen Z rising again! Meet at Nairobi for a march. #SaveKenya,Nairobi
2025-06-20,Instagram,#YouthPower – strike at Nairobi immediately,Nairobi
2025-06-22,Instagram,Gen Z rising again! Meet at Mombasa for a march. #KenyaProtests,Mombasa
2025-06-07,TikTok,They brutalized our people – happening act fast at Parliament! #OccupyParliament,Parliament
2025-06-13,TikTok,#YouthPower – boycott at Kisumu act fast,Kisumu
2025-07-01,Instagram,We are fed up – happening now! at Parliament! #OccupyParliament,Parliament
2025-07-22,TikTok,This government is corrupt – happening urgent at Nairobi! #OccupyParliament,Nairobi
2025-06-12,TikTok,#KenyaProtests – strike at Parliament act fast,Parliament
2025-07-08,TikTok,Gen Z rising again! Meet at Uhuru Park for a strike. #RutoMustGo,Uhuru Park
2025-07-19,X,No justice no peace – happening urgent at Uhuru Park! #OneTermPresident,Uhuru Park
2025-07-27,TikTok,Gen Z rising again! Meet at Nairobi for a boycott. #YouthPower,Nairobi
2025-06-07,TikTok,#OneTermPresident – strike at Uhuru Park urgent,Uhuru Park
2025-07-13,Instagram,Gather on July 13 in Mombasa. This government is corrupt #GenZRevolution,Mombasa
2025-07-12,Instagram,We are fed up – happening immediately at Nairobi! #YouthPower,Nairobi
2025-07-03,X,We are fed up – happening act fast at Nairobi! #KenyaProtests,Nairobi
2025-06-29,X,Protest on June 29 in Uhuru Park. We are fed up #SaveKenya,Uhuru Park
2025-06-30,X,We are fed up. Boycott on 30/06 at Nairobi. #KenyaProtests,Nairobi
2025-07-12,X,Gen Z rising again! Meet at Nairobi for a protest. #OneTermPresident,Nairobi
2025-07-06,X,They brutalized our people. Boycott on 06/07 at Nairobi. #SaveKenya,Nairobi
2025-06-26,Instagram,#YouthPower – march at Nairobi act fast,Nairobi
2025-06-05,Instagram,Gen Z rising again! Meet at Parliament for a march. #GenZRevolution,Parliament
2025-07-30,Instagram,Gen Z rising again! Meet at Kisumu for a march. #KenyaProtests,Kisumu
2025-06-25,Instagram,#KenyaProtests – protest at Parliament immediately,Parliament
2025-07-17,X,#OccupyParliament – protest at Nairobi urgent,Nairobi
2025-06-17,Instagram,Boycott on June 17 in Kisumu. No justice no peace #SaveKenya,Kisumu
2025-06-02,TikTok,Gen Z rising again! Meet at Uhuru Park for a gather. #RejectFinanceBill2024,Uhuru Park
2025-06-23,Instagram,#KenyaProtests – protest at Mombasa urgent,Mombasa
2025-06-06,Instagram,Strike on June 06 in Uhuru Park. This government is corrupt #RejectFinanceBill2024,Uhuru Park
2025-07-07,Instagram,We are fed up. Gather on 07/07 at Mombasa. #RutoMustGo,Mombasa
2025-07-26,TikTok,#RejectFinanceBill2024 – gather at Uhuru Park now!,Uhuru Park
2025-06-08,X,March on June 08 in Kisumu. No justice no peace #OneTermPresident,Kisumu
2025-07-29,X,#OneTermPresident – boycott at Nairobi immediately,Nairobi
2025-06-04,X,#YouthPower – gather at Mombasa act fast,Mombasa
2025-06-15,TikTok,We are fed up – happening immediately at Nairobi! #RutoMustGo,Nairobi
2025-06-05,X,Gen Z rising again! Meet at Kisumu for a protest. #RutoMustGo,Kisumu
2025-06-10,X,Strike on June 10 in Nairobi. No justice no peace #RejectFinanceBill2024,Nairobi
2025-06-16,X,This government is corrupt. Boycott on 16/06 at Mombasa. #OccupyParliament,Mombasa
2025-07-11,Instagram,They brutalized our people – happening now! at Nairobi! #RutoMustGo,Nairobi
2025-06-12,X,We are fed up. March on 12/06 at Mombasa. #YouthPower,Mombasa
2025-06-14,X,They brutalized our people. Protest on 14/06 at Uhuru Park. #KenyaProtests,Uhuru Park
2025-06-14,Instagram,Gen Z rising again! Meet at Parliament for a gather. #RutoMustGo,Parliament
2025-06-10,X,Strike on June 10 in Nairobi. We are fed up #RutoMustGo,Nairobi
2025-07-10,X,Gen Z rising again! Meet at Uhuru Park for a gather. #GenZRevolution,Uhuru Park
2025-06-18,TikTok,Gen Z rising again! Meet at Parliament for a march. #RejectFinanceBill2024,Parliament
2025-07-30,TikTok,Gen Z rising again! Meet at Kisumu for a boycott. #RejectFinanceBill2024,Kisumu
2025-06-28,X,We are fed up. Strike on 28/06 at Nairobi. #SaveKenya,Nairobi
2025-06-17,Instagram,They brutalized our people. Boycott on 17/06 at Nairobi. #OneTermPresident,Nairobi
2025-07-06,TikTok,#GenZRevolution – protest at Parliament now!,Parliament
2025-07-21,X,#RejectFinanceBill2024 – protest at Nairobi immediately,Nairobi
2025-07-27,X,We are fed up – happening now! at Nairobi! #GenZRevolution,Nairobi
2025-06-02,Instagram,Protest on June 02 in Mombasa. They brutalized our people #GenZRevolution,Mombasa
2025-06-27,Instagram,Gen Z rising again! Meet at Mombasa for a boycott. #RutoMustGo,Mombasa
2025-07-05,TikTok,Protest on July 05 in Parliament. They brutalized our people #OccupyParliament,Parliament
2025-07-18,X,Gen Z rising again! Meet at Parliament for a protest. #GenZRevolution,Parliament
2025-07-05,X,We are fed up. Gather on 05/07 at Uhuru Park. #RejectFinanceBill2024,Uhuru Park
2025-07-18,Instagram,Gen Z rising again! Meet at Kisumu for a march. #KenyaProtests,Kisumu
2025-06-05,Instagram,Boycott on June 05 in Parliament. This government is corrupt #SaveKenya,Parliament
2025-06-11,X,#SaveKenya – protest at Uhuru Park immediately,Uhuru Park
2025-07-04,TikTok,We are fed up. March on 04/07 at Nairobi. #OneTermPresident,Nairobi
2025-07-01,TikTok,#YouthPower – strike at Mombasa now!,Mombasa
2025-06-24,X,#RutoMustGo – gather at Parliament immediately,Parliament
2025-07-12,X,Gen Z rising again! Meet at Mombasa for a strike. #RutoMustGo,Mombasa
2025-06-18,X,We are fed up. March on 18/06 at Kisumu. #RutoMustGo,Kisumu
2025-07-07,Instagram,This government is corrupt. Gather on 07/07 at Mombasa. #OccupyParliament,Mombasa
2025-06-11,Instagram,#YouthPower – protest at Nairobi immediately,Nairobi
2025-07-01,Instagram,Gen Z rising again! Meet at Kisumu for a boycott. #RutoMustGo,Kisumu
2025-06-27,TikTok,Gen Z rising again! Meet at Mombasa for a boycott. #RejectFinanceBill2024,Mombasa
2025-06-17,X,March on June 17 in Parliament. We are fed up #RejectFinanceBill2024,Parliament
2025-06-09,X,Gather on June 09 in Uhuru Park. This government is corrupt #SaveKenya,Uhuru Park
2025-06-25,X,#SaveKenya – gather at Nairobi immediately,Nairobi
2025-07-20,X,Boycott on July 20 in Mombasa. We are fed up #RejectFinanceBill2024,Mombasa
2025-06-26,TikTok,We are fed up. March on 26/06 at Mombasa. #OneTermPresident,Mombasa
2025-06-25,Instagram,Gen Z rising again! Meet at Uhuru Park for a gather. #RejectFinanceBill2024,Uhuru Park
2025-06-11,Instagram,Gen Z rising again! Meet at Mombasa for a gather. #SaveKenya,Mombasa
2025-07-28,Instagram,March on July 28 in Parliament. No justice no peace #RutoMustGo,Parliament
2025-06-24,TikTok,Gen Z rising again! Meet at Uhuru Park for a boycott. #OneTermPresident,Uhuru Park
2025-07-05,Instagram,Gen Z rising again! Meet at Uhuru Park for a strike. #SaveKenya,Uhuru Park
2025-06-03,Instagram,No justice no peace – happening act fast at Kisumu! #SaveKenya,Kisumu
2025-06-07,Instagram,Protest on June 07 in Nairobi. They brutalized our people #GenZRevolution,Nairobi
2025-07-05,TikTok,Protest on July 05 in Nairobi. No justice no peace #GenZRevolution,Nairobi
2025-06-12,Instagram,March on June 12 in Parliament. We are fed up #KenyaProtests,Parliament
2025-06-10,Instagram,This government is corrupt. Protest on 10/06 at Mombasa. #SaveKenya,Mombasa
2025-07-08,X,They brutalized our people. Gather on 08/07 at Kisumu. #KenyaProtests,Kisumu
2025-07-18,TikTok,This government is corrupt – happening act fast at Kisumu! #YouthPower,Kisumu
2025-06-10,Instagram,No justice no peace. Gather on 10/06 at Nairobi. #OccupyParliament,Nairobi
